"ID","Untreated_1","Untreated_3","Untreated_4","RNAi_1","RNAi_3","RNAi_4","padj","log2FoldChange","pvalue","foldChange","log10padj"
"FBtr0346541",4.14264881514644,8.43812671824481,7.54305248643693,33.4778552901434,32.9629310124875,22.7231629596035,0.00750498304861593,2.1475467805661,0.000213018010316493,4.43073726656062,2.12465028435354
"FBtr0112994",1088.2090624823,190.165470198166,236.445442263062,4692.98833076453,6246.70248795972,5947.28666602039,0.00637392518237176,3.93112036320036,0.000159490834122926,15.2540493079036,2.19559303861469
"FBtr0089626",4.28130637265844,6.909187442638,6.95457486146741,20.4009571634058,15.3566101336143,21.1416008316299,0.00777912741525483,1.71574364929231,0.000232167078321735,3.28465910411446,2.10906911509166
"FBtr0076791",53.8543237846063,49.2978850036815,47.7737469336118,96.3342036651619,114.04815285344,96.0254831165846,0.00780034606553817,1.01214962053739,0.000233677183730432,2.01691407119264,2.10788612923008
"FBtr0088052",78.3094909717005,103.406032642282,60.1123581891555,215.736384869516,209.332589980224,189.377794373925,0.00767741329089172,1.3771774773097,0.000228268414505492,2.5975967366927,2.11478507980185
"FBtr0082889",28.5019470009143,28.4596041150032,17.8610294278798,92.6208105881346,75.4830370064038,128.818261204016,0.00807205437363719,1.99108243782333,0.000244085277260387,3.97535152452754,2.09301592133866
"FBtr0302034",70.5334174248753,160.820599964135,141.336387288078,524.939458253226,440.459739888108,409.721274636632,0.00763357405308563,1.96412492011742,0.000222216805088973,3.90175967715729,2.11727207697212
"FBtr0085307",24.9387626254045,17.0721275468593,30.8452992471271,69.5207208149052,64.8768337543812,79.8628273408602,0.00851088424628406,1.57045117893275,0.000260703232589074,2.96997580668545,2.07002531613963
"FBtr0344967",18.2551149716469,22.3556168842542,19.6707754247833,45.9806240800082,47.3712094584761,40.2055722214825,0.00897478389160225,1.13565501428448,0.000284497421024262,2.19718296902768,2.04697600022202
"FBtr0070878",7.76381351958466,9.82899254278084,8.94060751660192,21.7711762200695,18.2554902988899,21.2166902026689,0.00898317813632932,1.26673788195244,0.000288297814514615,2.40616884416231,2.0465699881785
"FBtr0342820",92.9480887218246,122.393021515421,102.57151064307,241.672858884193,273.163376752751,201.708368609111,0.00857334075717263,1.16985802821874,0.000265025709107742,2.24989555224692,2.06684991440243
"FBtr0472696",263.664858192159,145.066428098399,111.584165470916,633.561282074886,718.208856957735,1000.28944601936,0.00792898666274685,2.24488337355996,0.000238867853598938,4.73998789103136,2.10078231266954
"FBtr0082234",10.6387340731981,12.908277282081,9.27998113190046,25.0997112214669,25.72217536934,23.1195168556442,0.00920350692249679,1.19852621686818,0.000303890818840494,2.29505100587886,2.03604665668907
"FBtr0075174",15.8532076774532,16.2659071202538,12.7356186002652,32.2862362033673,32.3860822861682,35.3169321577757,0.00920549870385282,1.1771272531475,0.000304745882226243,2.26126058030518,2.03595267880966
"FBtr0114506",98.2170717721484,82.2948075160999,72.171407818068,158.537491745994,185.842391821151,199.438208273442,0.00893577686178609,1.11060427149295,0.000282284778282815,2.15936072988068,2.04886768466695
